,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
3468,CHEMBL1277926,5190.0,nM,CC(C)c1nc2c(=O)n(Cc3ccccc3)nc(-c3ccncc3)c2c2cc(-c3ccccc3)nn12,5.284832642151542,472.20115938800006,7,0,5.339900000000005,True
3469,CHEMBL4439013,5200.0,nM,O[C@@H]1[C@@H](CCl)O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)ncnc32)[C@@H]1O,5.2839966563652006,407.17241737200004,8,3,2.065,True
3470,CHEMBL210380,5220.0,nM,Cc1ccc(Nc2[nH]c3ccccc3c3nc(C4CCCC4)nc2-3)cc1,5.282329496997738,342.18444670400004,3,2,5.772320000000003,True
3471,CHEMBL3909645,5220.0,nM,Cc1ccc(Nc2nc3ccccc3c3[nH]c(C4CCCC4)nc23)cc1,5.282329496997738,342.18444670400004,3,2,5.820720000000003,True
3472,CHEMBL3093239,5250.0,nM,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccc(Cl)c(Cl)c2)n(C)c1=O,5.279840696594043,407.091580208,7,0,2.1933,True
3473,CHEMBL375301,5290.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(I)nc32)[C@H](O)[C@@H]1O,5.276544327964814,464.030515644,10,4,-0.8405000000000002,True
3474,CHEMBL2064649,5300.0,nM,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(C(C)=O)cc4)nc31)[C@H](O)[C@@H]2O,5.275724130399211,460.18590324799993,9,4,0.49919999999999926,True
3475,CHEMBL3679376,5320.0,nM,Cc1ccccc1CO[C@H]1CCCC1Nc1ncnc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,5.274088367704952,455.21686902799996,10,4,1.2960199999999997,True
3476,CHEMBL3314872,5320.0,nM,COc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1OC,5.274088367704952,395.122968644,9,2,2.711800000000001,True
3477,CHEMBL431733,5360.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.270835210307229,544.0122787360001,9,4,1.061599999999999,True
3478,CHEMBL4579650,5400.0,nM,O=C(NCCO)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H]4C[C@H]5CC[C@@H]4C5)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.267606240177031,462.178231024,9,5,0.471499999999999,True
3479,CHEMBL107116,5400.0,nM,c1ccc(CNc2nc3ccccc3c3cn(-c4ccccc4)nc23)cc1,5.267606240177031,350.15314657600004,4,1,5.185800000000004,True
3480,CHEMBL3114162,5400.0,nM,O=C(c1ccccc1)N(C(=O)c1ccccc1)c1nc(Cl)c2cn(CCc3ccccc3)nc2n1,5.267606240177031,481.13055256000007,6,0,5.209600000000005,True
3482,CHEMBL259565,5410.0,nM,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc21,5.266802734893431,447.16305754000007,8,1,2.8287000000000004,True
3483,CHEMBL2170789,5470.0,nM,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@@H](C3CCC3)C3CC3)nc(Cl)nc21,5.262012673666569,389.161852688,7,3,2.3829000000000002,True
3486,CHEMBL590392,5491.0,nM,Nc1nc(N[C@H](CO)Cc2ccccc2)nc2c1ncn2[C@@H]1C[C@H](n2ccccc2=O)[C@@H](O)[C@H]1O,5.260348556290623,477.212452344,11,5,0.4935999999999992,True
3487,CHEMBL4570963,5495.0,nM,COc1cc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cc(OC)c1OC,5.260032303240491,475.1815461399999,14,5,-0.5081999999999995,True
3488,CHEMBL240065,5500.0,nM,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CC[Se]C4)ncnc32)[C@H](O)[C@@H]1O,5.259637310505756,401.060225388,9,4,-0.8372000000000004,True
3489,CHEMBL3679378,5540.0,nM,OC[C@H]1OC(n2cnc3c(NC4CCC[C@@H]4OCc4ccc(F)cc4)ncnc32)[C@H](O)[C@@H]1O,5.2564902352715706,459.191797152,10,4,1.1266999999999996,True
3490,CHEMBL1161797,5610.0,nM,N#Cc1cccc(-c2nc(NC(=O)O)sc2-n2cncn2)c1,5.251037138743839,312.042944496,7,2,2.35238,True
3491,CHEMBL239230,5610.0,nM,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccc(Cl)cc2)n(C)c1=O,5.251037138743839,373.13055255999996,7,0,1.5398999999999994,True
3492,CHEMBL279391,5660.0,nM,O=C(CCc1ccccc1)Nc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,5.247183568811728,482.22776805999996,10,5,1.3635999999999997,True
3493,CHEMBL3403738,5670.0,nM,Cc1ccc(Nc2nc(C)c(C(=O)Nc3sc4c(c3C#N)CCCC4)s2)cc1,5.246416941107094,408.10785325999996,6,2,5.567820000000004,True
3494,CHEMBL4555340,5690.0,nM,Cc1sc2nc(N)nc(-n3cncn3)c2c1C,5.244887733604928,246.06876531999998,7,1,1.47104,True
3495,CHEMBL3407529,5700.0,nM,CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(CC(C)(C)C)cc12,5.2441251443275085,395.1957396600001,7,1,3.2303000000000015,True
3496,CHEMBL3410310,5700.0,nM,CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(CC(C)(C)C)cc12,5.2441251443275085,399.17066778400005,7,1,3.440500000000002,True
3497,CHEMBL496985,5737.0,nM,Nc1ccc(Nc2nc(-c3ccccc3)nc3c2ncn3Cc2ccccc2)cc1,5.241315150117559,392.17494464,6,2,4.867400000000003,True
3498,CHEMBL264698,5737.0,nM,O=C(c1ccccn1)c1nc(C(F)(F)F)nc2ccsc12,5.241315150117559,309.01836747199997,5,0,3.336100000000001,True
3499,CHEMBL267421,5740.0,nM,CONc1nc(C#C[Si](C)(C)C)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.241088107602026,393.1468453659999,10,4,-0.3600000000000004,True
3501,CHEMBL322263,5750.0,nM,Nc1nc2ccc(Cl)cc2c2cn(-c3ccccc3)nc12,5.2403321553103694,294.067224032,4,1,3.8093000000000012,True
3502,CHEMBL104177,5750.0,nM,Fc1cccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)c1,5.2403321553103694,360.175024892,4,1,5.457400000000003,True
3503,CHEMBL4465891,5850.0,nM,COc1cc(CCNc2nc(C#Cc3ccccc3F)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)ccc1O,5.232844133917819,515.196882532,9,4,2.6466000000000007,True
