,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
16,CHEMBL245848,0.1,nM,COc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,10.0,459.2131210400001,11,1,2.1469999999999994,True
18,CHEMBL22202,0.12,nM,Nc1nc2c(cnn2CCc2ccc(N(CCO)CCO)cc2)c2nc(-c3ccco3)nn12,9.920818753952377,448.197136628,11,3,1.3498999999999997,True
19,CHEMBL1092270,0.12,nM,CCCCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21,9.920818753952377,331.056152036,8,0,3.9300900000000025,True
20,CHEMBL3121728,0.12,nM,Cn1c(=O)c2[nH]c(-c3ccc(OCCCN4CCN(Cc5ccccc5Cl)CC4)cc3)nc2n(C)c1=O,9.920818753952377,522.214616532,8,1,2.867400000000001,True
21,CHEMBL22320,0.13,nM,NCc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,9.886056647693165,388.17600726,9,2,2.4077,True
22,CHEMBL2419140,0.14,nM,N#Cc1sc(=S)n(-c2ccccc2)c1/N=C/c1ccc(Cl)cc1,9.853871964321762,355.00046699999996,5,0,5.5439700000000025,True
23,CHEMBL1090577,0.152,nM,S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccc(Cl)cc1,9.818156412055227,384.985879556,8,0,4.772590000000003,True
25,CHEMBL4457393,0.17,nM,COc1c(C)cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1C,9.769551078621726,361.15387484800004,7,1,2.7548400000000006,True
26,CHEMBL423542,0.18,nM,Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,9.744727494896694,359.149458164,8,1,2.9490000000000007,True
27,CHEMBL2112948,0.18,nM,N/C(=N\O)c1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,9.744727494896694,403.15052078400004,10,3,1.6534,True
28,CHEMBL282888,0.19,nM,Nc1nc2c(cnn2CCCc2ccc3c(c2)OC(CO)(CO)O3)c2nc(-c3ccco3)nn12,9.721246399047171,463.160416772,12,3,1.4010999999999998,True
29,CHEMBL3923709,0.2,nM,COc1cccc2c(C(=O)NCc3cccc(C(C)C)n3)nc(N)nc12,9.69897000433602,351.1695249120001,6,2,2.6689999999999996,True
30,CHEMBL3960148,0.2,nM,COc1cccc2c(C(=O)NCc3cccc(C4CCC4)n3)nc(N)nc12,9.69897000433602,363.16952491200016,6,2,2.8131000000000004,True
31,CHEMBL429125,0.2,nM,COc1cc(CN(C)C)ccc1OCC(=O)Nc1cc(-n2nc(C)cc2C)nc(-c2ccc(C)o2)n1,9.69897000433602,490.23285344000004,9,1,3.935260000000002,True
32,CHEMBL3765580,0.2,nM,COc1cccc2c(C(=O)NCc3cccc4cccnc34)nc(N)nc12,9.69897000433602,359.1382247840001,6,2,2.6988000000000003,True
33,CHEMBL373700,0.2,nM,Nc1nc(N2CCN3C[C@@H](COc4cccc(F)c4)CC[C@H]3C2)nc2nc(-c3ccco3)nn12,9.69897000433602,464.2084502600001,10,1,2.4802,True
34,CHEMBL3973920,0.2,nM,COc1cccc2c(C(=O)NCc3cccc(COc4ccccc4F)n3)nc(N)nc12,9.69897000433602,433.1550177200001,7,2,3.263700000000001,True
35,CHEMBL3121724,0.2,nM,Cn1c(=O)c2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2n(C)c1=O,9.69897000433602,369.180089596,7,1,1.1018999999999999,True
36,CHEMBL487569,0.2,nM,COc1cc(OC)cc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,9.69897000433602,367.1644395320001,7,1,2.9217400000000007,True
38,CHEMBL3765379,0.2,nM,Nc1nc(C(=O)NCc2cccc3cccnc23)c2cccc(OC(F)(F)F)c2n1,9.69897000433602,413.109959348,6,2,3.5888000000000018,True
39,CHEMBL255739,0.2,nM,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(CN(C)C)cc3)nc(-c3ccc(C)o3)n2)n1,9.69897000433602,444.22737413600004,7,1,4.090360000000003,True
40,CHEMBL281805,0.22,nM,Nc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,9.657577319177792,374.160357196,9,2,2.5312,True
41,CHEMBL4162638,0.24,nM,Nc1nc(NCCc2cccnc2)nc2sc(-c3ccco3)nc12,9.619788758288394,338.094980068,8,2,2.9781000000000013,True
42,CHEMBL3121721,0.25,nM,CCN(CC)CCOc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,9.602059991327964,371.19573966,7,1,1.3478999999999997,True
43,CHEMBL4159215,0.25,nM,Nc1nc(NCc2ccsc2)nc2sc(-c3ccco3)nc12,9.602059991327964,329.040501972,8,2,3.602100000000001,True
44,CHEMBL485765,0.26,nM,CC(=O)Nc1cc(-c2cccc(N3CCCC3)n2)nc(-n2nc(C)cc2C)n1,9.585026652029182,377.19640835600006,7,1,2.8997400000000013,True
45,CHEMBL3121722,0.29,nM,Cn1c(=O)c2[nH]c(-c3ccc(OCCC4CCNCC4)cc3)nc2n(C)c1=O,9.537602002101044,383.19573966,7,2,1.3958,True
46,CHEMBL256123,0.3,nM,CCNCc1cccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c1,9.522878745280336,460.222288756,8,2,3.974560000000003,True
47,CHEMBL480570,0.3,nM,Cc1nccnc1-c1nc2cc(N(C)CCN3CCN(c4ccc(F)cc4F)CC3)nc(N)n2n1,9.522878745280336,480.2309972720001,10,1,2.00852,True
48,CHEMBL256124,0.3,nM,CCN(C)Cc1cccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c1,9.522878745280336,474.23793882,8,1,4.316760000000003,True
49,CHEMBL253317,0.3,nM,COc1cc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)ccc1CN(C)C,9.522878745280336,490.23285344000004,9,1,3.935260000000003,True
51,CHEMBL404863,0.3,nM,Cc1cc(C)n(-c2cc(NC(=O)COc3ccc(CN(C)C)cc3)nc(-c3ccc(C)o3)n2)n1,9.522878745280336,460.222288756,8,1,3.9266600000000027,True
52,CHEMBL470942,0.3,nM,Nc1nc(N(CCN2CCN(c3ccc(F)cc3F)CC2)CC2CC2)cc2nc(-c3ccco3)nn12,9.522878745280336,494.235413956,9,1,3.2833000000000023,True
54,CHEMBL480542,0.3,nM,CN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3cnco3)nn2c(N)n1,9.522878745280336,455.1993627960002,10,1,1.8980999999999992,True
55,CHEMBL3763717,0.3,nM,Nc1nc(C(=O)NCc2cccc3cccnc23)c2ccc(F)cc2n1,9.522878745280336,347.11823828800004,5,2,2.829300000000001,True
56,CHEMBL3121723,0.31,nM,Cn1c(=O)c2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc2n(C)c1=O,9.508638306165729,385.17500421600005,8,1,0.3382999999999996,True
57,CHEMBL16867,0.31,nM,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,9.508638306165729,345.1338081,8,1,2.5589000000000004,True
58,CHEMBL184061,0.33,nM,Nc1nc(NCCN2CCN(c3ccc(F)cc3F)CC2)nc2nc(-c3ccco3)nn12,9.481486060122112,441.18371273200006,10,2,1.8737999999999995,True
59,CHEMBL1093270,0.38,nM,CCCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21,9.42021640338319,317.040501972,8,0,3.539990000000002,True
61,CHEMBL401895,0.4,nM,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1,9.397940008672036,460.22228875600007,8,1,3.9266600000000027,True
64,CHEMBL3932655,0.4,nM,COc1cccc2c(C(=O)NCc3cccc(C(C)(C)O)n3)nc(N)nc12,9.397940008672036,367.16443953200013,7,3,1.7729999999999997,True
65,CHEMBL3906827,0.4,nM,COc1cccc2c(C(=O)NCc3cccc(C(F)(F)F)n3)nc(N)nc12,9.397940008672036,377.10995934800013,6,2,2.5644,True
66,CHEMBL3121720,0.4,nM,CN(C)CCOc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,9.397940008672036,343.164439532,7,1,0.5676999999999999,True
68,CHEMBL4167813,0.42,nM,Nc1nc(NCc2ccccn2)nc2sc(-c3ccco3)nc12,9.3767507096021,324.079330004,8,2,2.935600000000001,True
69,CHEMBL572411,0.43,nM,CCOC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,9.366531544420411,461.1811522160001,11,1,2.890900000000001,True
70,CHEMBL22200,0.43,nM,CCOC(=O)COc1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,9.366531544420411,447.1655021520001,11,1,2.5008,True
71,CHEMBL487553,0.44,nM,COC1CCN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)CC1,9.356547323513812,421.2226231040001,8,1,2.914740000000001,True
72,CHEMBL487554,0.47,nM,COC1CN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)C1,9.327902142064282,393.1913229760001,8,1,2.1345399999999994,True
73,CHEMBL3941632,0.5,nM,COc1cccc2c(C(=O)NCc3cccc(C)n3)nc(N)nc12,9.30102999566398,323.13822478400004,6,2,1.8540199999999998,True
74,CHEMBL469026,0.5,nM,CC(C)(C)OC(=O)N1CCN(c2cccc(-c3cc4nc(-c5ccco5)nn4c(N)n3)c2)CC1,9.30102999566398,461.21753772400007,9,1,3.6906000000000017,True
76,CHEMBL403846,0.5,nM,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CCN(C)C)c3)nc(-c3ccc(C)o3)n2)n1,9.30102999566398,474.23793882000007,8,1,3.969160000000003,True
77,CHEMBL1950649,0.5,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O,9.30102999566398,486.22268267999993,11,4,-0.11519999999999897,True
78,CHEMBL514939,0.5,nM,COCCN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.30102999566398,498.2303285760001,10,1,2.5197000000000003,True
80,CHEMBL240213,0.5,nM,Nc1nc2c(cnn2CCN2CCN(c3ccc(Cl)cc3)CC2)c2nc(-c3ccco3)nn12,9.30102999566398,463.16358400400003,10,1,2.791800000000001,True
81,CHEMBL256332,0.5,nM,Cc1cc(C)n(-c2cc(NC(=O)COc3cc(F)cc(CN4CCCC4)c3)nc(-c3ccc(C)o3)n2)n1,9.30102999566398,504.2285170080001,8,1,4.599960000000004,True
82,CHEMBL3764083,0.5,nM,Nc1nc(C(=O)NCc2cccc3cccnc23)c2cccc(F)c2n1,9.30102999566398,347.11823828800004,5,2,2.829300000000001,True
84,CHEMBL256331,0.5,nM,Cc1cc(C)n(-c2cc(NC(=O)COc3cc(F)cc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1,9.30102999566398,478.2128669440001,8,1,4.065760000000003,True
85,CHEMBL3902955,0.5,nM,COc1cccc2c(C(=O)NCc3cccc(COC4CCCC4)n3)nc(N)nc12,9.30102999566398,407.19573966000013,7,2,3.0048000000000004,True
86,CHEMBL3291301,0.56,nM,C#CCn1c(Br)nc2c(N)nc(C#CCCCCCC)nc21,9.2518119729938,359.07455767600004,5,1,3.126100000000002,True
87,CHEMBL521356,0.56,nM,CC(=O)Nc1cc(-c2cccc(N3CCCCC3)n2)nc(-n2nc(C)cc2C)n1,9.2518119729938,391.2120584200001,7,1,3.2898400000000017,True
88,CHEMBL1093203,0.57,nM,S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccc(I)cc1,9.244125144327509,476.921499876,8,0,4.723790000000002,True
89,CHEMBL278805,0.59,nM,Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)N(CCCl)CCCl)cc2)c2nc(-c3ccco3)nn12,9.229147988357855,548.091262924,10,1,3.0272000000000014,True
90,CHEMBL4442908,0.59,nM,NCCC(=O)Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,9.229147988357855,389.1600228480001,8,3,1.4166999999999992,True
92,CHEMBL240625,0.6,nM,Nc1nc2c(cnn2CCN2CCN(c3ccc(OCCO)cc3)CC2)c2nc(-c3ccco3)nn12,9.221848749616356,489.223685724,12,2,1.5094999999999996,True
93,CHEMBL486745,0.6,nM,COc1cccc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1F,9.221848749616356,355.144453036,6,1,3.052240000000001,True
94,CHEMBL241109,0.6,nM,Nc1nc2c(cnn2CCN2CCN(c3ccc(F)cc3F)CC2)c2nc(-c3ccco3)nn12,9.221848749616356,465.18371273200006,10,1,2.4166000000000007,True
95,CHEMBL401242,0.6,nM,Nc1nc2c(cnn2CCN2CCN(c3ccc(F)c(F)c3F)CC2)c2nc(-c3ccco3)nn12,9.221848749616356,483.17429092000003,10,1,2.5557000000000007,True
96,CHEMBL3951425,0.6,nM,COc1cccc2c(C(=O)NCc3nc(C(C)(C)O)ccc3C)nc(N)nc12,9.221848749616356,381.18008959600013,7,3,2.0814199999999996,True
97,CHEMBL401321,0.6,nM,CC(=O)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,9.221848749616356,269.09127459200005,6,1,1.8806999999999996,True
98,CHEMBL17127,0.6,nM,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,9.221848749616356,345.1338081,8,1,2.5589000000000004,True
100,CHEMBL4212278,0.6,nM,Cn1c(=O)n(CCN2CCN(c3ccc(C#N)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,9.221848749616356,484.2083700080001,12,1,1.3137800000000008,True
102,CHEMBL400215,0.6,nM,Nc1nc2c(cnn2CCN2CCN(c3ccccc3F)CC2)c2nc(-c3ccco3)nn12,9.221848749616356,447.19313454400003,10,1,2.2775,True
103,CHEMBL487572,0.61,nM,CC(=O)Nc1cc(-c2cccc(N(C)C)n2)nc(-n2nc(C)cc2C)n1,9.214670164989233,351.18075829200006,7,1,2.36554,True
105,CHEMBL253528,0.7,nM,Cc1cc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc(C)n1,9.154901959985745,432.190988628,8,1,3.8769000000000027,True
106,CHEMBL403845,0.7,nM,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN)c3)nc(-c3ccc(C)o3)n2)n1,9.154901959985745,432.19098862800007,8,2,3.323760000000001,True
107,CHEMBL517886,0.7,nM,Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(F)c3)c2n1,9.154901959985745,325.108736224,8,2,1.8330999999999997,True
109,CHEMBL3763830,0.7,nM,Nc1nc(C(=O)NCc2cccc3cccnc23)c2cccc(Br)c2n1,9.154901959985745,407.0381721680001,5,2,3.452700000000002,True
110,CHEMBL1093018,0.7,nM,S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccccc1I,9.154901959985745,476.921499876,8,0,4.723790000000002,True
112,CHEMBL486162,0.71,nM,CC(=O)Nc1cc(-c2cccc(N3CCN(C)CC3)n2)nc(-n2nc(C)cc2C)n1,9.148741651280924,406.22295745200006,8,1,2.0513399999999997,True
113,CHEMBL485972,0.72,nM,COCCN(C)c1cccc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)n1,9.142667503568733,395.2069730400001,8,1,2.3821400000000006,True
114,CHEMBL315150,0.78,nM,CC(C)CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,9.10790539730952,311.14945816400007,8,1,2.3623000000000003,True
115,CHEMBL3977457,0.8,nM,COc1cccc(CNC(=O)c2nc(N)nc3c(OC)cccc23)n1,9.096910013008056,339.133139404,7,2,1.5542,True
116,CHEMBL360241,0.8,nM,CC(C)c1ccc2c(c1)-c1nc(N)nc(-c3ccc(Br)o3)c1C2,9.096910013008056,369.04767423199996,4,1,4.775900000000003,True
117,CHEMBL113142,0.8,nM,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,9.096910013008056,337.12872272000004,9,3,1.7216999999999998,True
119,CHEMBL255951,0.8,nM,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(CN4CCOCC4)cc3)nc(-c3ccc(C)o3)n2)n1,9.096910013008056,486.23793882,8,1,3.860960000000003,True
122,CHEMBL145623,0.8,nM,CC(C)=CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,9.096910013008056,309.13380810000007,8,1,2.2824,True
124,CHEMBL3913413,0.82,nM,Nc1nc(NCc2cccc(F)c2)nc2sc(-c3ccco3)nc12,9.086186147616283,341.074659224,7,2,3.6797000000000013,True
125,CHEMBL520229,0.83,nM,CC(=O)Nc1cc(-c2cccc(N3CCOCC3)n2)nc(-n2nc(C)cc2C)n1,9.080921907623926,393.1913229760001,8,1,2.13614,True
126,CHEMBL429850,0.9,nM,COc1ccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c(CN(C)C)c1,9.045757490560677,490.23285344000004,9,1,3.935260000000003,True
127,CHEMBL398272,0.9,nM,CN1CCN(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccco3)n2)CC1,9.045757490560677,384.13684488,8,1,2.0459999999999994,True
128,CHEMBL473431,0.9,nM,CCN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.045757490560677,468.2197638920001,9,1,2.8931999999999993,True
130,CHEMBL594363,1.0,nM,Cc1ccc(-c2cc(C(=O)NCc3ncc[nH]3)nc(N)n2)o1,9.0,298.117823688,6,3,1.2803199999999997,True
131,CHEMBL373026,1.0,nM,Nc1nc(C(=O)NCCc2ccc(O)cc2)cn2nc(-c3ccco3)nc12,9.0,364.128388372,8,3,1.6445999999999994,True
132,CHEMBL511440,1.0,nM,CC(=O)Nc1cc(-c2cc(F)cc(O[C@H]3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,9.0,424.2023022600001,7,1,3.126540000000001,True
133,CHEMBL518364,1.0,nM,CCc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,9.0,335.14945816400007,8,2,2.2563999999999997,True
134,CHEMBL506250,1.0,nM,N#Cc1c(-c2ccco2)cc(-c2ccco2)nc1N,9.0,251.069476528,5,1,3.055480000000001,True
135,CHEMBL261203,1.0,nM,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,9.0,334.11782368800004,7,2,2.4264,True
136,CHEMBL260146,1.0,nM,Nc1nc(-c2ccco2)c2cnn(C(=O)NCc3ccccc3)c2n1,9.0,334.11782368800004,7,2,2.4264,True
137,CHEMBL256547,1.0,nM,Cc1cc(C)n(-c2cc(NC(=O)COc3ccccc3CN(C)C)nc(-c3ccc(C)o3)n2)n1,9.0,460.22228875600007,8,1,3.9266600000000027,True
138,CHEMBL270654,1.0,nM,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(S(C)(=O)=O)cc3)nc(-c3ccccn3)n2)n1,9.0,462.14740956400004,8,1,2.925840000000001,True
139,CHEMBL411034,1.0,nM,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3Cl)c2n1,9.0,368.07885133600007,7,2,3.0798000000000014,True
140,CHEMBL402071,1.0,nM,COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc1,9.0,414.18042394400004,7,1,3.530940000000002,True
141,CHEMBL256382,1.0,nM,COc1ccc(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccccn3)n2)cc1,9.0,403.1102957840001,7,1,3.8519000000000023,True
142,CHEMBL472026,1.0,nM,CC(=O)Nc1cc(-c2cccc(OC3CCCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,9.0,420.2273741360001,7,1,3.3775400000000024,True
143,CHEMBL403525,1.0,nM,COc1cc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc(OC)c1,9.0,444.190988628,8,1,3.5395400000000024,True
144,CHEMBL270655,1.0,nM,CCOc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc1OC,9.0,458.206638692,8,1,3.9296400000000027,True
145,CHEMBL22241,1.0,nM,Nc1nc2c(cnn2CCCc2ccc([N+](=O)[O-])cc2)c2nc(-c3ccco3)nn12,9.0,404.13453637200007,10,1,2.8572000000000006,True
146,CHEMBL3911977,1.0,nM,CC(C)OCc1cccc(CNC(=O)c2nc(N)nc3c(F)cccc23)n1,9.0,369.1601031,6,2,2.6011000000000006,True
147,CHEMBL4632760,1.0,nM,CC1=C(C(=O)OC(C)C)C(c2ncco2)n2c(nc3ccccc32)N1,9.0,338.137890436,7,1,3.264800000000001,True
148,CHEMBL4217248,1.0,nM,Cn1c(=O)n(CCN2CCN(c3ccc(F)cc3F)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,9.0,495.19427741600015,11,1,1.7203000000000002,True
149,CHEMBL240212,1.0,nM,Nc1nc2c(cnn2CCN2CCN(c3ccc(F)cc3)CC2)c2nc(-c3ccco3)nn12,9.0,447.19313454400003,10,1,2.2775,True
150,CHEMBL409915,1.0,nM,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3cccs3)c2n1,9.0,340.0742446240001,8,2,2.4879,True
151,CHEMBL486950,1.0,nM,COc1cccc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,9.0,337.15387484800004,6,1,2.913140000000001,True
152,CHEMBL363660,1.0,nM,CN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.0,454.2041138280001,9,1,2.503099999999999,True
153,CHEMBL2096798,1.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](C)Cc5ccc(OC)cc5)nc43)[C@H](O)[C@@H]2O)n1,9.0,496.229499376,14,4,0.4584999999999991,True
154,CHEMBL2311150,1.0,nM,CCCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2[11CH3])n(CCC)c1=O,9.0,411.222488976,8,0,2.904300000000001,True
155,CHEMBL519271,1.0,nM,COCCN(CCc1ccc(F)cc1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.0,396.17100213200007,8,1,2.8011,True
156,CHEMBL429144,1.0,nM,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccc(F)cc3)c2n1,9.0,352.1084018760001,7,2,2.5655,True
157,CHEMBL264432,1.0,nM,Cc1ccc(CNC(=O)n2cnc3c(-c4ccco4)nc(N)nc32)cc1,9.0,348.13347375200004,7,2,2.73482,True
158,CHEMBL3694785,1.0,nM,Nc1nc(-c2nccs2)nc(-c2nccs2)c1Br,9.0,338.924799292,7,1,3.0683000000000007,True
159,CHEMBL257757,1.0,nM,Nc1nc(-c2ccco2)c2cnn(Cc3cccc(Cl)c3)c2n1,9.0,325.073037684,6,1,3.3702000000000014,True
160,CHEMBL256548,1.0,nM,Cc1ccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c(CN(C)C)c1,9.0,474.23793882,8,1,4.2350800000000035,True
161,CHEMBL472460,1.0,nM,CC(=O)Nc1cc(-c2cc(F)cc(OC3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,9.0,424.2023022600001,7,1,3.126540000000001,True
162,CHEMBL4213177,1.0,nM,COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,9.0,489.2236857240001,12,1,1.450700000000001,True
163,CHEMBL259049,1.0,nM,Cc1cccc(CNC(=O)n2cnc3c(-c4ccco4)nc(N)nc32)c1,9.0,348.13347375200004,7,2,2.73482,True
164,CHEMBL278812,1.1,nM,Nc1nc2c(cnn2CCCc2ccc(N(CCO)CCO)cc2)c2nc(-c3ccco3)nn12,8.958607314841775,462.212786692,11,3,1.7399999999999995,True
165,CHEMBL359463,1.1,nM,CC(O)(C#Cc1cn2nc(-c3ccco3)nc2c(N)n1)Cc1ccncc1,8.958607314841775,360.13347375200004,8,2,1.7066999999999997,True
166,CHEMBL1090575,1.1,nM,S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccccc1,8.958607314841775,351.024851908,8,0,4.119190000000002,True
168,CHEMBL3765818,1.1,nM,Nc1nc(C(=O)NCc2cccc3cccnc23)c2ccccc2n1,8.958607314841775,329.12766010000007,5,2,2.6902,True
169,CHEMBL239809,1.1,nM,Nc1nc2c(cnn2CCN2CCN(c3c(F)cc(F)cc3F)CC2)c2nc(-c3ccco3)nn12,8.958607314841775,483.17429092000003,10,1,2.5557000000000007,True
170,CHEMBL468256,1.1,nM,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]ccc4c3)c2n1,8.958607314841775,331.118158036,7,2,2.5930999999999997,True
171,CHEMBL3100161,1.1,nM,Cc1cc(C)n(-c2nc(Nc3cnccn3)cc(N3CCc4ccccc4C3)n2)n1,8.958607314841775,398.19674270400003,8,1,3.375440000000002,True
172,CHEMBL3752514,1.11,nM,Nc1nc(NCc2ccccc2)nc2nc(-c3ccco3)nn12,8.954677021213342,307.11815803600007,8,2,1.9735999999999998,True
173,CHEMBL256125,1.2,nM,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN4CCOCC4)c3)nc(-c3ccc(C)o3)n2)n1,8.920818753952375,502.23285344000004,9,1,3.6972600000000027,True
174,CHEMBL17121,1.2,nM,Nc1nc2c(cnn2CCCc2ccccc2)c2nc(-c3ccco3)nn12,8.920818753952375,359.149458164,8,1,2.9490000000000007,True
175,CHEMBL1672619,1.2,nM,Cc1ccc(-c2nc(NC(=O)C3CC3)cnc2-c2ccncc2)o1,8.920818753952375,320.127325752,5,1,3.4555200000000017,True
176,CHEMBL256755,1.2,nM,Cc1cc(C)n(-c2cc(NC(=O)COc3ccccc3CCN3CCOCC3)nc(-c3ccc(C)o3)n2)n1,8.920818753952375,516.248503504,9,1,3.739760000000003,True
177,CHEMBL281129,1.2,nM,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C,8.920818753952375,301.07457897200004,9,1,1.5751,True
178,CHEMBL3969868,1.2,nM,Nc1nc2cccc(Cl)c2c2nc(-c3ccco3)nn12,8.920818753952375,285.04173755600004,6,1,2.7731000000000012,True
180,CHEMBL3969553,1.3,nM,Nc1ncc(-c2ccc(O)cc2)c(-c2ccccc2)n1,8.886056647693163,263.105862036,4,2,3.0984000000000007,True
181,CHEMBL447664,1.3,nM,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,8.886056647693163,321.1338081,8,2,2.00242,True
182,CHEMBL3916315,1.3,nM,Nc1ncc(-c2ccc(O)c(Cl)c2)c(-c2ccccc2)n1,8.886056647693163,297.06688968400005,4,2,3.751800000000002,True
183,CHEMBL187810,1.3,nM,Nc1nc(NCCCN2CCN(c3ccccc3)CC2)nc2nc(-c3ccco3)nn12,8.886056647693163,419.21820642000006,10,2,1.985699999999999,True
184,CHEMBL406315,1.3,nM,Cc1csc(-c2nc(N(C)C)nc3ccsc23)n1,8.886056647693163,276.050338384,6,0,3.1892200000000024,True
185,CHEMBL240030,1.3,nM,Nc1nc2c(cnn2CCN2CCN(c3ccc(O)cc3)CC2)c2nc(-c3ccco3)nn12,8.886056647693163,445.19747097600003,11,2,1.8439999999999999,True
